phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance	
D015179	species	112901	Sporomusa malonica	Bacteria	14	0.00602190835	0.003438335	0.00787098591053996	
D015179	species	170661	Vibrio xuii	Bacteria	14	0.003525653	0.00255609	0.00508314869527016	
D015179	species	180282	Delftia tsuruhatensis	Bacteria	14	0.0135664137857143	0.00744325	0.0159836609266518	
D015179	species	189381	Bacillus marisflavi	Bacteria	14	0.0040583077	0.00315114	0.00341467089579668	
D015179	species	192066	Neisseria sp.	Bacteria	14	0.012955	0.00586	0.0147471247523556	
D015179	species	202747	Sulfurimonas autotrophica	Bacteria	14	0.0016854907	0.00140327	0.00158108834665052	
D015179	species	202956	Acinetobacter towneri	Bacteria	14	0.0484160017642857	0.004269375	0.135899066495766	
D015179	species	206403	Sulfurovum lithotrophicum	Bacteria	14	0.00177443657142857	0.001748255	0.00119798749806708	
D015179	species	215591	Treponema caldarium	Bacteria	14	0.00439628492857143	0.002194	0.00913078422537275	
D015179	species	256618	Parvibaculum lavamentivorans	Bacteria	14	0.00402785985714286	0.003013875	0.00314268636469357	
D015179	species	357808	Roseiflexus sp. RS-1	Bacteria	14	0.00398360099285714	0.00231146	0.00629611286153045	
D015179	species	511435	Candidatus Azobacteroides pseudotrichonymphae	Bacteria	14	0.00535610956428571	0.002485855	0.00685415181054382	
D015179	species	512649	Vibrio azureus	Bacteria	14	0.00302770803571429	0.00287659	0.00181049178110373	
D015179	species	544581	Actinomyces johnsonii	Bacteria	14	0.00420623185714286	0.0020679	0.00561897464808734	
D015179	species	626938	Succinatimonas hippei	Bacteria	14	0.167591986428571	0.034415	0.393422125139432	
D015179	species	658062	Candidatus Koribacter versatilis	Bacteria	14	0.0374966204071429	0.00230609	0.133353294073654	
D015179	species	911092	Caldanaerobacter subterraneus	Bacteria	14	0.00374390927857143	0.002319035	0.00442702667673703	
D015179	species	1211819	Holdemania massiliensis AP2	Bacteria	14	0.322707857142857	0.218665	0.286867880422559	
D015179	species	995	Solitalea canadensis	Bacteria	13	0.00440378091538462	0.00251699	0.00509254949563376	
D015179	species	1255	Pediococcus pentosaceus	Bacteria	13	0.00894581323076923	0.00289	0.00881552452413387	
D015179	species	1513	Clostridium tetani	Bacteria	13	0.0762947699	0.00201171	0.146321004880668	
D015179	species	1548	Clostridium scatologenes	Bacteria	13	0.00222400537692308	0.00250708	0.00128887230795288	
D015179	species	1589	Lactobacillus pentosus	Bacteria	13	0.0136609326923077	0.00344982	0.0203903313181776	
D015179	species	1795	Mycobacterium neoaurum	Bacteria	13	0.0284116830538462	0.00204863	0.0703817321855926	
D015179	species	29372	Clostridium thermobutyricum	Bacteria	13	0.167216263523077	0.0028299	0.584073047950643	
D015179	species	29461	Brucella suis	Bacteria	13	0.00222765030769231	0.00155248	0.00177746200228483	
D015179	species	35756	Corynebacterium pilosum	Bacteria	13	0.00928083314615385	0.00246914	0.0214979291704449	
D015179	species	35791	Rickettsia massiliae	Bacteria	13	0.00342757423076923	0.00159104	0.00414717246178733	
D015179	species	37915	Dietzia maris	Bacteria	13	0.856872629769231	0.00575374	2.840686619773	
D015179	species	37930	Glutamicibacter protophormiae	Bacteria	13	0.00854501953076923	0.00386026	0.0121658486976612	
D015179	species	40681	Sphingomonas asaccharolytica	Bacteria	13	0.0336654126769231	0.00459812	0.088537571074048	
D015179	species	44256	Caldanaerobius polysaccharolyticus	Bacteria	13	0.00351218723076923	0.00258585	0.00361639488383863	
D015179	species	45495	Methylophaga marina	Bacteria	13	0.00374883923076923	0.003233	0.00152173005850502	
D015179	species	47879	Pseudomonas corrugata	Bacteria	13	0.0301339458307692	0.00205267	0.0672076864090947	
D015179	species	47884	Pseudomonas taetrolens	Bacteria	13	0.0108357959923077	0.00411489	0.0155287635547065	
D015179	species	48076	Marinobacterium georgiense	Bacteria	13	0.00217548298461538	0.002503	0.0017846252894362	
D015179	species	58135	Desulfotomaculum kuznetsovii	Bacteria	13	0.00166438646153846	0.000826976	0.00169081815942577	
D015179	species	68909	Deinococcus geothermalis	Bacteria	13	0.0113271564615385	0.00385282	0.0148498891194057	
D015179	species	79329	Chitinophaga pinensis	Bacteria	13	0.0117180929230769	0.00676739	0.01561371885191	
D015179	species	82367	Paracoccus pantotrophus	Bacteria	13	0.00868934407692308	0.00527565	0.00829044899219847	
D015179	species	86177	Pseudomonas halophila	Bacteria	13	0.00239375592307692	0.00207018	0.00141179342272848	
D015179	species	86958	Propionispira paucivorans	Bacteria	13	0.110768276923077	0.0372635	0.17075838017007	
D015179	species	93220	Pandoraea pnomenusa	Bacteria	13	0.0134066508307692	0.00527565	0.0189753966282739	
D015179	species	96565	Lactobacillus hamsteri	Bacteria	13	0.00935977945384615	0.00347838	0.0164930446180148	
D015179	species	104623	Serratia sp. ATCC 39006	Bacteria	13	0.06836483	0.0117119	0.176371172652246	
D015179	species	120962	Roseiflexus castenholzii	Bacteria	13	0.00208762997692308	0.002503	0.0014532230853318	
D015179	species	155892	Caulobacter vibrioides	Bacteria	13	0.0117564113	0.00482719	0.0132619130865493	
D015179	species	191026	Desulfovibrio hydrothermalis	Bacteria	13	0.00178450344615385	0.00209784	0.00131379293425081	
D015179	species	219742	Psychrobacter adeliensis	Bacteria	13	0.00879154595384615	0.00333589	0.0143642620302321	
D015179	species	240427	Lactobacillus paracollinoides	Bacteria	13	0.0363376653846154	0.00807379	0.0726121154227179	
D015179	species	270496	Desulfovibrio putealis	Bacteria	13	0.00195440483846154	0.00127778	0.00145163740330828	
D015179	species	288769	Tepidimonas arfidensis	Bacteria	13	0.559837911461538	0.00439445	1.36804223767287	
D015179	species	302449	Corynebacterium tuscaniense	Bacteria	13	0.00559675491538462	0.00289809	0.00573191390583684	
D015179	species	350894	Flavobacterium suncheonense	Bacteria	13	0.00459320968461539	0.00209784	0.00935834784592891	
D015179	species	363872	Bacillus panaciterrae	Bacteria	13	0.00748942283846154	0.00411066	0.00783160720808228	
D015179	species	375749	Synergistes sp. RMA 16290	Bacteria	13	0.0683867801538462	0.00296156	0.163322765950611	
D015179	species	392589	Perlucidibaca piscinae	Bacteria	13	0.00268657984615385	0.00274205	0.00155169687039543	
D015179	species	449659	Lactobacillus pobuzihii	Bacteria	13	0.01644229	0.00466897	0.0203304581921608	
D015179	species	481743	Paenibacillus sp. Y412MC10	Bacteria	13	0.0376874207692308	0.0160094	0.0471079661145983	
D015179	species	528244	Azospirillum thiophilum	Bacteria	13	0.0362360785230769	0.0353149	0.0345968618601142	
D015179	species	572036	Pedobacter luteus	Bacteria	13	0.00410613060769231	0.00146417	0.00500759547786579	
D015179	species	745310	Sphingomonas sp. MM-1	Bacteria	13	0.00951947538461538	0.00545316	0.0085983219269427	
D015179	species	748811	Sulfuritalea hydrogenivorans	Bacteria	13	0.00130069968461538	0.000973056	0.00122039919525441	
D015179	species	762209	Bifidobacterium callitrichos	Bacteria	13	0.00268921553846154	0.00228264	0.00132438167891615	
D015179	species	863372	Herbaspirillum huttiense	Bacteria	13	0.0214102884615385	0.00313381	0.0488851388021308	
D015179	species	936375	Mogibacterium sp. CM50	Bacteria	13	0.303989230769231	0.33086	0.200038597253194	
D015179	species	1086703	Luteolibacter luojiensis	Bacteria	13	0.00318342269230769	0.00184807	0.00455801297855567	
D015179	species	1114022	Lactobacillus sp. NBRC 107199	Bacteria	13	0.00522913461538462	0.00405236	0.00348744232044444	
D015179	species	1389639	Achromobacter sp. CCUG 56089	Bacteria	13	0.00906250876923077	0.00671162	0.00899335822674131	
D015179	species	1416779	Chryseobacterium zeae	Bacteria	13	0.0668715735384615	0.00533646	0.118211776752445	
D015179	species	1463889	Streptomyces sp. NRRL S-1824	Bacteria	13	0.00695509390769231	0.00398772	0.00929679388841941	
D015179	species	1549858	Sphingomonas taxi	Bacteria	13	0.0326108446153846	0.0147324	0.0555528863481484	
D015179	species	1608996	Pseudomonas helleri	Bacteria	13	0.0649616493076923	0.00785515	0.110850708957039	
D015179	species	1755639	Akkermansia sp. MC_55	Bacteria	13	0.00358068192307692	0.00235106	0.00288130400891548	
D015179	species	1017	Capnocytophaga gingivalis	Bacteria	12	0.029220369075	0.001862975	0.0648129291099718	
D015179	species	1476	Sporosarcina psychrophila	Bacteria	12	0.004212915	0.00213731	0.00462958381423159	
D015179	species	1498	Hathewaya histolytica	Bacteria	12	0.0146451908333333	0.00551906	0.025936960872169	
D015179	species	1528	Eubacterium barkeri	Bacteria	12	0.00103800374166667	0.0009559265	0.000842185405882361	
D015179	species	1553	Clostridium tetanomorphum	Bacteria	12	0.00383178115833333	0.0008992835	0.00943436963191186	
D015179	species	2358	Desulfomonile tiedjei	Bacteria	12	0.00178962821666667	0.0008599445	0.00181219729349878	
D015179	species	2734	Symbiobacterium thermophilum	Bacteria	12	0.00203315016666667	0.001353852	0.00182916946905503	
D015179	species	2754	Synergistes jonesii	Bacteria	12	0.0146418248083333	0.00809324	0.0232083874121672	
D015179	species	28077	Nitrospirillum amazonense	Bacteria	12	0.00265266039166667	0.002512345	0.00162902497047189	
D015179	species	33058	Thauera selenatis	Bacteria	12	0.0045797205	0.00276156	0.0064612933101958	
D015179	species	37919	Rhodococcus opacus	Bacteria	12	0.003016129075	0.00190763	0.00390223620155003	
D015179	species	52769	Actinomyces gerencseriae	Bacteria	12	0.01072517225	0.0029349	0.0260014708298912	
D015179	species	58137	Desulfotomaculum thermosapovorans	Bacteria	12	0.003355320325	0.00326381	0.00218563561219123	
D015179	species	88233	Lactobacillus manihotivorans	Bacteria	12	0.108710840833333	0.01728795	0.237855889766022	
D015179	species	89053	Gordonia amicalis	Bacteria	12	0.00267504216666667	0.00219994	0.00181572314622676	
D015179	species	90742	Paracoccus sp. MBIC4017	Bacteria	12	0.00588373141666667	0.00361553	0.00604602967413075	
D015179	species	106590	Cupriavidus necator	Bacteria	12	0.00372319540833333	0.00263991	0.00341181329533017	
D015179	species	119219	Cupriavidus metallidurans	Bacteria	12	0.00801827741666667	0.002631	0.0101754483753798	
D015179	species	119484	Syntrophobacter fumaroxidans	Bacteria	12	0.0020152618	0.0012908	0.00218582169974975	
D015179	species	191495	Conexibacter woesei	Bacteria	12	0.031894686975	0.00403144	0.0624097563669053	
D015179	species	192389	Chryseobacterium daecheongense	Bacteria	12	0.0290684108333333	0.02945985	0.023359289206106	
D015179	species	202952	Acinetobacter gerneri	Bacteria	12	0.00471779008333333	0.003965225	0.00499623861182158	
D015179	species	206041	Flavobacterium gelidilacus	Bacteria	12	0.00565114491666667	0.003852855	0.00503677012637077	
D015179	species	232216	Chryseobacterium koreense	Bacteria	12	0.0105642925	0.006748345	0.00903308474037537	
D015179	species	256325	Psychrobacter maritimus	Bacteria	12	0.178939265066667	0.01253376	0.391506044087844	
D015179	species	270498	Catabacter hongkongensis	Bacteria	12	0.0566472886666667	0.002258505	0.182261670510701	
D015179	species	279832	Suttonella ornithocola	Bacteria	12	0.00633963425	0.00298012	0.0116804613624986	
D015179	species	337315	Candidatus Peptoniphilus massiliensis	Bacteria	12	0.00598546066666667	0.00380134	0.00716410046240546	
D015179	species	351604	Geobacter uraniireducens	Bacteria	12	0.00137370833333333	0.0011697155	0.00090797993059682	
D015179	species	398037	Segetibacter koreensis	Bacteria	12	0.03539082	0.007355635	0.0503162235252127	
D015179	species	400772	Microbacterium ginsengisoli	Bacteria	12	0.00736565515833333	0.00447964	0.00751132642067113	
D015179	species	401654	Rahnella sp. BIHB 783	Bacteria	12	0.00295178125	0.002975815	0.00195162608438507	
D015179	species	487316	Acinetobacter soli	Bacteria	12	0.0413323866666667	0.003119915	0.0768486858807479	
D015179	species	552810	Dehalogenimonas lykanthroporepellens	Bacteria	12	0.00365441540833333	0.001507381	0.00604137857134758	
D015179	species	574963	Wandonia haliotis	Bacteria	12	0.006135693725	0.003330945	0.00696901839449399	
D015179	species	706570	Pseudomonas flexibilis	Bacteria	12	0.00363993365833333	0.001733985	0.00517746011169574	
D015179	species	936594	Lachnoanaerobaculum sp. ICM7	Bacteria	12	0.00509166666666667	0.002535	0.00948430170270214	
D015179	species	987056	Rhodoligotrophos appendicifer	Bacteria	12	0.00315338741666667	0.001354283	0.00596192266379167	
D015179	species	1144662	Acinetobacter sp. CIP 101966	Bacteria	12	0.0593648485	0.003957115	0.104986362225696	
D015179	species	1144673	Acinetobacter sp. CIP 64.7	Bacteria	12	0.00506312966666667	0.003261735	0.00481082175577207	
D015179	species	1226325	Clostridium sp. KLE 1755	Bacteria	12	0.850261666666667	1.00605	0.431052959851768	
D015179	species	1419482	Chitinophaga jiangningensis	Bacteria	12	0.0162503375	0.01295895	0.0157103794992802	
D015179	species	1490051	Anoxybacillus geothermalis	Bacteria	12	0.014639096825	0.004745505	0.0317374254460392	
D015179	species	125	Pirellula staleyi	Bacteria	11	0.0980445944545455	0.00533646	0.232555770595212	
D015179	species	183	Leptonema illini	Bacteria	11	0.00262242818181818	0.00233705	0.0011939950915378	
D015179	species	197	Campylobacter jejuni	Bacteria	11	0.717731772454545	0.00261718	1.60289116218714	
D015179	species	228	Pseudoalteromonas haloplanktis	Bacteria	11	0.00199989445454545	0.0022646	0.00117198378363204	
D015179	species	259	Sphingobacterium thalpophilum	Bacteria	11	0.0171373745454545	0.0040369	0.0253462052325804	
D015179	species	414	Methylococcus capsulatus	Bacteria	11	0.00164789981818182	0.00170433	0.00130467237150511	
D015179	species	477	Moraxella lacunata	Bacteria	11	0.00310212727272727	0.00285388	0.000772831353492997	
D015179	species	486	Neisseria lactamica	Bacteria	11	0.0478831548636364	0.00192223	0.143172853484403	
D015179	species	542	Zymomonas mobilis	Bacteria	11	0.00358077636363636	0.00195545	0.00407537102917244	
D015179	species	624	Shigella sonnei	Bacteria	11	0.773299090909091	0.01051	1.41447268561436	
D015179	species	738	[Haemophilus] parasuis	Bacteria	11	0.00293653636363636	0.00235106	0.00275976511479551	
D015179	species	784	Orientia tsutsugamushi	Bacteria	11	0.00204101263636364	0.00201845	0.00128919193818929	
D015179	species	1231	Nitrosospira multiformis	Bacteria	11	0.00210439326363636	0.00175973	0.00191039164009905	
D015179	species	1258	Peptoniphilus asaccharolyticus	Bacteria	11	0.00226951918181818	0.00208338	0.00155253906451882	
D015179	species	1396	Bacillus cereus	Bacteria	11	0.00342422654545455	0.00345316	0.00202971544771337	
D015179	species	1413	Bacillus cellulosilyticus	Bacteria	11	0.00432821909090909	0.00358886	0.00370255962198359	
D015179	species	1478	Bacillus simplex	Bacteria	11	0.213442849909091	0.00533646	0.502424970726913	
D015179	species	1529	Clostridium cadaveris	Bacteria	11	0.0410452865454545	0.00322841	0.0907181835362001	
D015179	species	1687	Bifidobacterium coryneforme	Bacteria	11	0.00273213736363636	0.00230638	0.00189097011995231	
D015179	species	2741	Peptococcus niger	Bacteria	11	0.226692305090909	0.00464727	0.456408944077999	
D015179	species	2751	Carnobacterium maltaromaticum	Bacteria	11	0.00487122762727273	0.0029849	0.00514958571704868	
D015179	species	29543	Pelobacter propionicus	Bacteria	11	0.00227858030909091	0.00193143	0.00177295035011953	
D015179	species	31943	Brevibacterium iodinum	Bacteria	11	0.0112880682636364	0.00120009	0.0296694966885988	
D015179	species	46610	Geobacter sp.	Bacteria	11	0.00151146236363636	0.000920446	0.00139161905992317	
D015179	species	46914	Devosia riboflavina	Bacteria	11	0.0127317297909091	0.00535724	0.0161636845811495	
D015179	species	49118	Candidatus Arthromitus sp. SFB-mouse	Bacteria	11	0.00255293662727273	0.000920446	0.00339553110028875	
D015179	species	51160	Treponema maltophilum	Bacteria	11	0.152307932727273	0.04524	0.22415550957886	
D015179	species	51288	Kluyvera ascorbata	Bacteria	11	0.00590430335454545	0.00409542	0.00582642531333985	
D015179	species	54006	Peptoniphilus ivorii	Bacteria	11	0.664083781363636	0.00405433	1.38837857379339	
D015179	species	55205	Caldicellulosiruptor owensensis	Bacteria	11	0.00365053826363636	0.00137875	0.00600285870923088	
D015179	species	61435	Dehalococcoides mccartyi	Bacteria	11	0.00150313054545455	0.000845923	0.0013260825586318	
D015179	species	66084	Wolbachia sp. wRi	Bacteria	11	0.00153948008181818	0.000924035	0.00164282305795212	
D015179	species	68569	Sphingomonas leidyi	Bacteria	11	0.0279791272727273	0.015827	0.0296979112119799	
D015179	species	71388	Vibrio halioticoli	Bacteria	11	0.00647867517272727	0.00262529	0.0119447017754775	
D015179	species	74319	Hyphomonas polymorpha	Bacteria	11	0.00279400872727273	0.00295482	0.00120674974160089	
D015179	species	76853	Solibacillus silvestris	Bacteria	11	0.00601215327272727	0.00376996	0.00546786408888972	
D015179	species	78448	Bifidobacterium pullorum	Bacteria	11	0.00253606627272727	0.00218298	0.00145685972195171	
D015179	species	79681	Tissierella creatinophila	Bacteria	11	0.00246517336363636	0.00208303	0.0021001117886697	
D015179	species	81408	Geobacillus caldoxylosilyticus	Bacteria	11	0.00332625090909091	0.00326637	0.000947723391443459	
D015179	species	84023	Clostridium autoethanogenum	Bacteria	11	0.00775092536363636	0.00270915	0.00949706205221343	
D015179	species	100174	Clostridium peptidivorans	Bacteria	11	0.00122849317272727	0.000951846	0.00108115155467709	
D015179	species	108007	Thermanaerovibrio velox	Bacteria	11	0.00539820545454545	0.00310636	0.00478959197098952	
D015179	species	111015	Actinomyces radicidentis	Bacteria	11	0.0216356208181818	0.00347887	0.0603545672420371	
